Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,5099.660156,5144.419922,5095.259766,5140.750000,5140.750000,0
2017-08-08,5137.140137,5138.799805,5115.830078,5124.229980,5124.229980,0
2017-08-09,5118.259766,5118.439941,5074.060059,5086.270020,5086.270020,0
2017-08-10,5083.370117,5092.399902,5047.669922,5057.109863,5057.109863,0
2017-08-11,5062.180176,5062.180176,5020.259766,5033.319824,5033.319824,0
2017-08-14,5034.810059,5080.180176,5029.959961,5063.729980,5063.729980,0
2017-08-16,5068.680176,5127.109863,5065.319824,5110.669922,5110.669922,0
2017-08-17,5110.669922,5128.600098,5092.729980,5111.049805,5111.049805,0
2017-08-18,5113.240234,5121.729980,5106.120117,5116.270020,5116.270020,0
2017-08-21,5122.629883,5125.450195,5095.000000,5101.729980,5101.729980,0
2017-08-22,5101.430176,5120.100098,5101.430176,5114.689941,5114.689941,0
2017-08-23,5115.600098,5135.049805,5100.520020,5127.930176,5127.930176,0
2017-08-24,5128.470215,5162.569824,5114.790039,5152.799805,5152.799805,0
2017-08-25,5152.799805,5178.680176,5145.540039,5176.109863,5176.109863,0
2017-08-28,5179.109863,5194.080078,5152.399902,5171.120117,5171.120117,0
2017-08-29,5169.830078,5170.930176,5146.720215,5162.890137,5162.890137,0
2017-08-30,5164.580078,5176.229980,5146.169922,5156.229980,5156.229980,0
2017-08-31,5157.490234,5168.600098,5132.109863,5153.149902,5153.149902,0
2017-09-01,5152.669922,5181.250000,5145.890137,5173.910156,5173.910156,0
2017-09-04,5173.459961,5174.500000,5142.819824,5147.939941,5147.939941,0
2017-09-05,5144.479980,5152.220215,5103.509766,5133.180176,5133.180176,0
