Date,Open,High,Low,Close,Adj Close,Volume
2017-08-07,20059.289063,20085.900391,20037.400391,20055.890625,20055.890625,75300
2017-08-08,20062.650391,20076.800781,19970.570313,19996.009766,19996.009766,80400
2017-08-09,19928.960938,19945.279297,19660.220703,19738.710938,19738.710938,104400
2017-08-10,19792.449219,19829.880859,19685.830078,19729.740234,19729.740234,104200
2017-08-11,19792.449219,20318.109375,16111.809570,19729.740234,19729.740234,104200
2017-08-14,19545.580078,19598.410156,19486.480469,19537.099609,19537.099609,108300
2017-08-15,19689.380859,19824.119141,19656.910156,19753.310547,19753.310547,90300
2017-08-16,19750.550781,19776.859375,19719.080078,19729.279297,19729.279297,69400
2017-08-17,19707.750000,19739.039063,19679.369141,19702.630859,19702.630859,71900
2017-08-18,19471.269531,19543.130859,19433.089844,19470.410156,19470.410156,95700
2017-08-21,19509.529297,19509.529297,19365.650391,19393.130859,19393.130859,75300
2017-08-22,19373.109375,19437.250000,19361.949219,19383.839844,19383.839844,70500
2017-08-23,19547.050781,19561.320313,19408.470703,19434.640625,19434.640625,78500
2017-08-24,19366.359375,19428.550781,19351.919922,19353.769531,19353.769531,75400
2017-08-25,19401.119141,19485.970703,19384.369141,19452.609375,19452.609375,70700
2017-08-28,19502.230469,19535.500000,19420.500000,19449.900391,19449.900391,69500
2017-08-29,19319.109375,19371.900391,19280.019531,19362.550781,19362.550781,75000
2017-08-30,19480.980469,19538.230469,19435.099609,19506.539063,19506.539063,91800
2017-08-31,19591.320313,19687.990234,19583.109375,19646.240234,19646.240234,97900
2017-09-01,19733.570313,19735.960938,19620.070313,19691.470703,19691.470703,79400
2017-09-04,19615.960938,19628.400391,19479.400391,19508.250000,19508.250000,71700
2017-09-06,19286.060547,19330.150391,19254.669922,19306.429688,19306.429688,0
