Data;1 - Taxa de câmbio - Livre - Dólar americano (venda) - diário - u.m.c./US$
31/10/2006;2,143
01/11/2006;2,141
03/11/2006;2,142
06/11/2006;2,1378
07/11/2006;2,1353
08/11/2006;2,1464
09/11/2006;2,1412
10/11/2006;2,1489
13/11/2006;2,162
14/11/2006;2,1537
16/11/2006;2,1517
17/11/2006;2,1593
20/11/2006;2,1622
21/11/2006;2,1638
22/11/2006;2,1623
23/11/2006;2,1683
24/11/2006;2,17
27/11/2006;2,18
28/11/2006;2,187
29/11/2006;2,1783
30/11/2006;2,1668
01/12/2006;2,1672
04/12/2006;2,1693
05/12/2006;2,156
06/12/2006;2,1528
07/12/2006;2,1428
08/12/2006;2,1442
11/12/2006;2,1384
12/12/2006;2,1481
13/12/2006;2,1459
14/12/2006;2,146
15/12/2006;2,147
18/12/2006;2,147
19/12/2006;2,1572
20/12/2006;2,156
21/12/2006;2,1593
22/12/2006;2,1518
26/12/2006;2,1437
27/12/2006;2,1497
28/12/2006;2,138
29/12/2006;2,138
02/01/2007;2,1342
03/01/2007;2,1372
04/01/2007;2,1429
05/01/2007;2,1474
08/01/2007;2,1505
09/01/2007;2,1506
10/01/2007;2,1556
11/01/2007;2,1465
12/01/2007;2,1421
15/01/2007;2,1407
16/01/2007;2,1444
17/01/2007;2,135
18/01/2007;2,1329
19/01/2007;2,1307
22/01/2007;2,1327
23/01/2007;2,1368
24/01/2007;2,1286
25/01/2007;2,1281
26/01/2007;2,136
29/01/2007;2,136
30/01/2007;2,1329
31/01/2007;2,1247
01/02/2007;2,1093
02/02/2007;2,0982
05/02/2007;2,0964
06/02/2007;2,0833
07/02/2007;2,0852
08/02/2007;2,0951
09/02/2007;2,1033
12/02/2007;2,114
13/02/2007;2,1088
14/02/2007;2,1
15/02/2007;2,0896
16/02/2007;2,0913
21/02/2007;2,0802
22/02/2007;2,0766
23/02/2007;2,0868
26/02/2007;2,0863
27/02/2007;2,1099
28/02/2007;2,1182
01/03/2007;2,126
02/03/2007;2,1274
05/03/2007;2,1388
06/03/2007;2,1209
07/03/2007;2,1121
08/03/2007;2,1054
09/03/2007;2,0983
12/03/2007;2,0902
13/03/2007;2,0962
14/03/2007;2,1044
15/03/2007;2,0909
16/03/2007;2,0915
19/03/2007;2,0792
20/03/2007;2,0763
21/03/2007;2,0676
22/03/2007;2,0602
23/03/2007;2,0652
26/03/2007;2,0601
27/03/2007;2,0637
28/03/2007;2,0716
29/03/2007;2,0545
30/03/2007;2,0504
02/04/2007;2,0478
03/04/2007;2,0372
04/04/2007;2,0321
05/04/2007;2,0333
09/04/2007;2,0236
10/04/2007;2,0282
11/04/2007;2,0333
12/04/2007;2,0371
13/04/2007;2,0231
16/04/2007;2,034
17/04/2007;2,0348
18/04/2007;2,0365
19/04/2007;2,0312
20/04/2007;2,0262
23/04/2007;2,029
24/04/2007;2,0385
25/04/2007;2,0236
26/04/2007;2,0252
27/04/2007;2,0321
30/04/2007;2,0339
02/05/2007;2,0268
03/05/2007;2,0239
04/05/2007;2,0309
07/05/2007;2,0266
08/05/2007;2,0226
09/05/2007;2,0222
10/05/2007;2,0217
11/05/2007;2,0194
14/05/2007;2,0138
15/05/2007;1,9922
16/05/2007;1,9586
17/05/2007;1,9573
18/05/2007;1,963
21/05/2007;1,9435
22/05/2007;1,9409
23/05/2007;1,9489
24/05/2007;1,9653
25/05/2007;1,952
28/05/2007;1,9441
29/05/2007;1,9461
30/05/2007;1,9468
31/05/2007;1,9289
01/06/2007;1,9056
04/06/2007;1,9215
05/06/2007;1,9395
06/06/2007;1,9617
08/06/2007;1,9638
11/06/2007;1,9473
12/06/2007;1,942
13/06/2007;1,9442
14/06/2007;1,9303
15/06/2007;1,9097
18/06/2007;1,9047
19/06/2007;1,9058
20/06/2007;1,9198
21/06/2007;1,9197
22/06/2007;1,9334
25/06/2007;1,9379
26/06/2007;1,9488
27/06/2007;1,9499
28/06/2007;1,9256
29/06/2007;1,9262
02/07/2007;1,9176
03/07/2007;1,9122
04/07/2007;1,9099
05/07/2007;1,9157
06/07/2007;1,9033
09/07/2007;1,8992
10/07/2007;1,8947
11/07/2007;1,89
12/07/2007;1,8767
13/07/2007;1,8684
16/07/2007;1,8647
17/07/2007;1,8621
18/07/2007;1,8609
19/07/2007;1,8536
20/07/2007;1,8606
23/07/2007;1,8448
24/07/2007;1,8525
25/07/2007;1,8643
26/07/2007;1,9054
27/07/2007;1,9069
30/07/2007;1,8809
31/07/2007;1,8776
01/08/2007;1,8856
02/08/2007;1,8729
03/08/2007;1,8814
06/08/2007;1,9106
07/08/2007;1,9077
08/08/2007;1,8866
09/08/2007;1,9191
10/08/2007;1,955
13/08/2007;1,9411
14/08/2007;1,9809
15/08/2007;2,0043
16/08/2007;2,1124
17/08/2007;2,0376
20/08/2007;2,028
21/08/2007;2,0385
22/08/2007;2,0173
23/08/2007;1,9939
24/08/2007;1,9855
27/08/2007;1,9489
28/08/2007;1,9849
29/08/2007;1,9864
30/08/2007;1,9777
31/08/2007;1,962
03/09/2007;1,9547
04/09/2007;1,9528
05/09/2007;1,964
06/09/2007;1,9545
10/09/2007;1,9591
11/09/2007;1,9304
12/09/2007;1,9125
13/09/2007;1,8991
14/09/2007;1,9031
17/09/2007;1,9123
18/09/2007;1,896
19/09/2007;1,8639
20/09/2007;1,8637
21/09/2007;1,8618
24/09/2007;1,8694
25/09/2007;1,8656
26/09/2007;1,8493
27/09/2007;1,8409
28/09/2007;1,8389
01/10/2007;1,8225
02/10/2007;1,8235
03/10/2007;1,8274
04/10/2007;1,8284
05/10/2007;1,8092
08/10/2007;1,8133
09/10/2007;1,8108
10/10/2007;1,8048
11/10/2007;1,792
15/10/2007;1,8078
16/10/2007;1,8242
17/10/2007;1,8138
18/10/2007;1,8071
19/10/2007;1,7964
22/10/2007;1,8206
23/10/2007;1,8007
24/10/2007;1,7969
25/10/2007;1,7896
26/10/2007;1,7752
29/10/2007;1,7595
30/10/2007;1,7552
31/10/2007;1,744
01/11/2007;1,746
05/11/2007;1,7556
06/11/2007;1,7325
07/11/2007;1,74
08/11/2007;1,7354
09/11/2007;1,749
12/11/2007;1,774
13/11/2007;1,7682
14/11/2007;1,7378
16/11/2007;1,7414
19/11/2007;1,7593
20/11/2007;1,7647
21/11/2007;1,7866
22/11/2007;1,7747
23/11/2007;1,7962
26/11/2007;1,811
27/11/2007;1,8501
28/11/2007;1,8018
29/11/2007;1,7905
30/11/2007;1,7837
03/12/2007;1,7888
04/12/2007;1,8233
05/12/2007;1,7956
06/12/2007;1,7873
07/12/2007;1,7616
10/12/2007;1,762
11/12/2007;1,765
12/12/2007;1,7624
13/12/2007;1,7746
14/12/2007;1,7959
17/12/2007;1,8123
18/12/2007;1,8091
19/12/2007;1,8019
20/12/2007;1,8032
21/12/2007;1,7966
24/12/2007;1,7909
26/12/2007;1,7795
27/12/2007;1,7671
28/12/2007;1,7713
31/12/2007;1,7713
02/01/2008;1,7722
03/01/2008;1,7569
04/01/2008;1,7574
07/01/2008;1,7675
08/01/2008;1,7554
09/01/2008;1,7691
10/01/2008;1,7628
11/01/2008;1,7536
14/01/2008;1,7414
15/01/2008;1,745
16/01/2008;1,763
17/01/2008;1,7687
18/01/2008;1,785
21/01/2008;1,8301
22/01/2008;1,8041
23/01/2008;1,8147
24/01/2008;1,7883
25/01/2008;1,7912
28/01/2008;1,7906
29/01/2008;1,7762
30/01/2008;1,7802
31/01/2008;1,7603
01/02/2008;1,7451
06/02/2008;1,7531
07/02/2008;1,7627
08/02/2008;1,7681
11/02/2008;1,7601
12/02/2008;1,7478
13/02/2008;1,7459
14/02/2008;1,7469
15/02/2008;1,7541
18/02/2008;1,7394
19/02/2008;1,7329
20/02/2008;1,7351
21/02/2008;1,7104
22/02/2008;1,704
25/02/2008;1,7062
26/02/2008;1,6882
27/02/2008;1,6715
28/02/2008;1,6723
29/02/2008;1,6833
03/03/2008;1,6816
04/03/2008;1,673
05/03/2008;1,67
06/03/2008;1,672
07/03/2008;1,6841
10/03/2008;1,6996
11/03/2008;1,6947
12/03/2008;1,6796
13/03/2008;1,6971
14/03/2008;1,6947
17/03/2008;1,7248
18/03/2008;1,7007
19/03/2008;1,7045
20/03/2008;1,7424
24/03/2008;1,7407
25/03/2008;1,7341
26/03/2008;1,7288
27/03/2008;1,7345
28/03/2008;1,7456
31/03/2008;1,7491
01/04/2008;1,7534
02/04/2008;1,7273
03/04/2008;1,7252
04/04/2008;1,7117
07/04/2008;1,699
08/04/2008;1,7038
09/04/2008;1,6878
10/04/2008;1,6822
11/04/2008;1,6876
14/04/2008;1,6867
15/04/2008;1,6822
16/04/2008;1,6699
17/04/2008;1,6588
18/04/2008;1,6693
22/04/2008;1,6575
23/04/2008;1,6582
24/04/2008;1,6687
25/04/2008;1,6688
28/04/2008;1,6764
29/04/2008;1,7058
30/04/2008;1,6872
02/05/2008;1,6506
05/05/2008;1,6578
06/05/2008;1,6615
07/05/2008;1,6741
08/05/2008;1,6936
09/05/2008;1,6949
12/05/2008;1,6743
13/05/2008;1,6583
14/05/2008;1,6641
15/05/2008;1,6601
16/05/2008;1,6434
19/05/2008;1,646
20/05/2008;1,657
21/05/2008;1,6492
23/05/2008;1,6547
26/05/2008;1,661
27/05/2008;1,6681
28/05/2008;1,663
29/05/2008;1,6496
30/05/2008;1,6294
02/06/2008;1,632
03/06/2008;1,6215
04/06/2008;1,6307
05/06/2008;1,6262
06/06/2008;1,6282
09/06/2008;1,6265
10/06/2008;1,6392
11/06/2008;1,6428
12/06/2008;1,64
13/06/2008;1,6368
16/06/2008;1,6277
17/06/2008;1,6127
18/06/2008;1,6113
19/06/2008;1,6051
20/06/2008;1,6042
23/06/2008;1,6117
24/06/2008;1,6046
25/06/2008;1,6001
26/06/2008;1,5951
27/06/2008;1,6077
30/06/2008;1,5919
01/07/2008;1,6061
02/07/2008;1,5993
03/07/2008;1,6089
04/07/2008;1,61
07/07/2008;1,6041
08/07/2008;1,6027
09/07/2008;1,6092
10/07/2008;1,6147
11/07/2008;1,6032
14/07/2008;1,5942
15/07/2008;1,591
16/07/2008;1,596
17/07/2008;1,5913
18/07/2008;1,5938
21/07/2008;1,5818
22/07/2008;1,5811
23/07/2008;1,5834
24/07/2008;1,5781
25/07/2008;1,5745
28/07/2008;1,5754
29/07/2008;1,573
30/07/2008;1,5641
31/07/2008;1,5666
01/08/2008;1,5593
04/08/2008;1,5659
05/08/2008;1,5732
06/08/2008;1,5782
07/08/2008;1,5843
08/08/2008;1,6136
11/08/2008;1,6148
12/08/2008;1,6161
13/08/2008;1,6211
14/08/2008;1,6204
15/08/2008;1,6389
18/08/2008;1,6349
19/08/2008;1,6343
20/08/2008;1,6207
21/08/2008;1,6143
22/08/2008;1,6217
25/08/2008;1,6275
26/08/2008;1,6375
27/08/2008;1,6213
28/08/2008;1,6262
29/08/2008;1,6344
01/09/2008;1,6447
02/09/2008;1,6602
03/09/2008;1,6728
04/09/2008;1,701
05/09/2008;1,7305
08/09/2008;1,7282
09/09/2008;1,7544
10/09/2008;1,7858
11/09/2008;1,8255
12/09/2008;1,7912
15/09/2008;1,8125
16/09/2008;1,841
17/09/2008;1,866
18/09/2008;1,9159
19/09/2008;1,8398
22/09/2008;1,7989
23/09/2008;1,8242
24/09/2008;1,8445
25/09/2008;1,8277
26/09/2008;1,8555
29/09/2008;1,9559
30/09/2008;1,9143
01/10/2008;1,9213
02/10/2008;2,0081
03/10/2008;2,054
06/10/2008;2,1769
07/10/2008;2,1883
08/10/2008;2,3924
09/10/2008;2,1818
10/10/2008;2,288
13/10/2008;2,1562
14/10/2008;2,0789
15/10/2008;2,1551
16/10/2008;2,1854
17/10/2008;2,102
20/10/2008;2,1174
21/10/2008;2,1941
22/10/2008;2,365
23/10/2008;2,3147
24/10/2008;2,3112
27/10/2008;2,2524
28/10/2008;2,17
29/10/2008;2,132
30/10/2008;2,1151
31/10/2008;2,1153
03/11/2008;2,1818
04/11/2008;2,1227
05/11/2008;2,121
06/11/2008;2,1593
07/11/2008;2,1613
10/11/2008;2,1335
11/11/2008;2,201
12/11/2008;2,2632
13/11/2008;2,3314
14/11/2008;2,28
17/11/2008;2,294
18/11/2008;2,2996
19/11/2008;2,3766
20/11/2008;2,3962
21/11/2008;2,4277
24/11/2008;2,35
25/11/2008;2,3056
26/11/2008;2,3221
27/11/2008;2,2657
28/11/2008;2,3331
01/12/2008;2,3565
02/12/2008;2,3457
03/12/2008;2,4213
04/12/2008;2,4905
05/12/2008;2,5004
08/12/2008;2,4689
09/12/2008;2,4829
10/12/2008;2,4683
11/12/2008;2,3397
12/12/2008;2,392
15/12/2008;2,369
16/12/2008;2,3783
17/12/2008;2,3576
18/12/2008;2,3572
19/12/2008;2,3859
22/12/2008;2,374
23/12/2008;2,3829
24/12/2008;2,3751
26/12/2008;2,3613
29/12/2008;2,3956
30/12/2008;2,337
31/12/2008;2,337
02/01/2009;2,3298
05/01/2009;2,278
06/01/2009;2,1889
07/01/2009;2,2174
08/01/2009;2,2683
09/01/2009;2,2867
12/01/2009;2,2969
13/01/2009;2,3083
14/01/2009;2,3341
15/01/2009;2,3803
16/01/2009;2,3248
19/01/2009;2,3306
20/01/2009;2,3548
21/01/2009;2,3544
22/01/2009;2,3299
23/01/2009;2,3568
26/01/2009;2,3149
27/01/2009;2,3109
28/01/2009;2,2982
29/01/2009;2,2761
30/01/2009;2,3162
02/02/2009;2,3475
03/02/2009;2,3144
04/02/2009;2,2994
05/02/2009;2,3065
06/02/2009;2,2658
09/02/2009;2,2446
10/02/2009;2,2528
11/02/2009;2,287
12/02/2009;2,2909
13/02/2009;2,268
16/02/2009;2,2719
17/02/2009;2,3131
18/02/2009;2,3396
19/02/2009;2,3249
20/02/2009;2,3916
25/02/2009;2,3814
26/02/2009;2,3503
27/02/2009;2,3784
02/03/2009;2,4121
03/03/2009;2,4218
04/03/2009;2,3917
05/03/2009;2,3822
06/03/2009;2,3768
09/03/2009;2,3781
10/03/2009;2,3515
11/03/2009;2,3366
12/03/2009;2,3158
13/03/2009;2,3012
16/03/2009;2,2705
17/03/2009;2,2833
18/03/2009;2,2806
19/03/2009;2,2379
20/03/2009;2,2567
23/03/2009;2,2505
24/03/2009;2,2567
25/03/2009;2,2435
26/03/2009;2,2375
27/03/2009;2,2745
30/03/2009;2,3297
31/03/2009;2,3152
01/04/2009;2,2899
02/04/2009;2,2355
03/04/2009;2,2072
06/04/2009;2,2252
07/04/2009;2,2249
08/04/2009;2,2014
09/04/2009;2,1766
13/04/2009;2,1699
14/04/2009;2,1876
15/04/2009;2,1992
16/04/2009;2,1791
17/04/2009;2,1864
20/04/2009;2,235
22/04/2009;2,2128
23/04/2009;2,2107
24/04/2009;2,1933
27/04/2009;2,2165
28/04/2009;2,2037
29/04/2009;2,1838
30/04/2009;2,1783
04/05/2009;2,1369
05/05/2009;2,1476
06/05/2009;2,1213
07/05/2009;2,0984
08/05/2009;2,075
11/05/2009;2,0579
12/05/2009;2,0649
13/05/2009;2,0992
14/05/2009;2,0929
15/05/2009;2,0762
18/05/2009;2,0784
19/05/2009;2,0488
20/05/2009;2,0199
21/05/2009;2,0264
22/05/2009;2,0279
25/05/2009;2,0234
26/05/2009;2,0261
27/05/2009;2,0095
28/05/2009;2,0144
29/05/2009;1,973
01/06/2009;1,944
02/06/2009;1,937
03/06/2009;1,96
04/06/2009;1,9497
05/06/2009;1,9534
08/06/2009;1,9704
09/06/2009;1,9385
10/06/2009;1,9474
12/06/2009;1,9301
15/06/2009;1,9458
16/06/2009;1,9461
17/06/2009;1,9784
18/06/2009;1,9709
19/06/2009;1,9592
22/06/2009;2,0074
23/06/2009;2,0019
24/06/2009;1,9724
25/06/2009;1,9562
26/06/2009;1,9396
29/06/2009;1,9487
30/06/2009;1,9516
01/07/2009;1,9342
02/07/2009;1,9469
03/07/2009;1,9474
06/07/2009;1,9711
07/07/2009;1,9641
08/07/2009;1,9982
09/07/2009;1,9921
10/07/2009;2,0147
13/07/2009;1,9895
14/07/2009;1,9704
15/07/2009;1,942
16/07/2009;1,934
17/07/2009;1,929
20/07/2009;1,9068
21/07/2009;1,9043
22/07/2009;1,9029
23/07/2009;1,8922
24/07/2009;1,896
27/07/2009;1,8837
28/07/2009;1,8819
29/07/2009;1,8982
30/07/2009;1,8811
31/07/2009;1,8726
03/08/2009;1,8369
04/08/2009;1,8272
05/08/2009;1,8181
06/08/2009;1,8348
07/08/2009;1,8232
10/08/2009;1,8412
11/08/2009;1,8457
12/08/2009;1,8386
13/08/2009;1,8325
14/08/2009;1,8385
17/08/2009;1,8682
18/08/2009;1,8574
19/08/2009;1,8433
20/08/2009;1,8434
21/08/2009;1,8297
24/08/2009;1,8339
25/08/2009;1,8419
26/08/2009;1,867
27/08/2009;1,8669
28/08/2009;1,874
31/08/2009;1,8864
01/09/2009;1,8829
02/09/2009;1,9038
03/09/2009;1,8702
04/09/2009;1,8501
08/09/2009;1,8254
09/09/2009;1,828
10/09/2009;1,8261
11/09/2009;1,8179
14/09/2009;1,8197
15/09/2009;1,8087
16/09/2009;1,7984
17/09/2009;1,8094
18/09/2009;1,8049
21/09/2009;1,8172
22/09/2009;1,8061
23/09/2009;1,7916
24/09/2009;1,7917
25/09/2009;1,8017
28/09/2009;1,791
29/09/2009;1,7928
30/09/2009;1,7781
01/10/2009;1,7794
02/10/2009;1,7844
05/10/2009;1,7673
06/10/2009;1,7533
07/10/2009;1,7595
08/10/2009;1,7412
09/10/2009;1,7389
13/10/2009;1,7298
14/10/2009;1,7099
15/10/2009;1,7037
16/10/2009;1,7135
19/10/2009;1,713
20/10/2009;1,745
21/10/2009;1,744
22/10/2009;1,7304
23/10/2009;1,7113
26/10/2009;1,7157
27/10/2009;1,7342
28/10/2009;1,7447
29/10/2009;1,7436
30/10/2009;1,744
03/11/2009;1,7588
04/11/2009;1,7271
05/11/2009;1,724
06/11/2009;1,7179
09/11/2009;1,7024
10/11/2009;1,7096
11/11/2009;1,7112
12/11/2009;1,725
13/11/2009;1,729
16/11/2009;1,7127
17/11/2009;1,7153
18/11/2009;1,7103
19/11/2009;1,7287
20/11/2009;1,7356
23/11/2009;1,7245
24/11/2009;1,7282
25/11/2009;1,7272
26/11/2009;1,7409
27/11/2009;1,7443
30/11/2009;1,7505
01/12/2009;1,7293
02/12/2009;1,7201
03/12/2009;1,7096
04/12/2009;1,7131
07/12/2009;1,7302
08/12/2009;1,7482
09/12/2009;1,7611
10/12/2009;1,7627
11/12/2009;1,7521
14/12/2009;1,7483
15/12/2009;1,7557
16/12/2009;1,7518
17/12/2009;1,7823
18/12/2009;1,7879
21/12/2009;1,7787
22/12/2009;1,7825
23/12/2009;1,7763
24/12/2009;1,7527
28/12/2009;1,7398
29/12/2009;1,7421
30/12/2009;1,7412
31/12/2009;1,7412
04/01/2010;1,724
05/01/2010;1,7227
06/01/2010;1,7337
07/01/2010;1,7413
08/01/2010;1,739
11/01/2010;1,7323
12/01/2010;1,7439
13/01/2010;1,7442
14/01/2010;1,7648
15/01/2010;1,7711
18/01/2010;1,7721
19/01/2010;1,7747
20/01/2010;1,7854
21/01/2010;1,7903
22/01/2010;1,8187
25/01/2010;1,8194
26/01/2010;1,8367
27/01/2010;1,8513
28/01/2010;1,856
29/01/2010;1,8748
01/02/2010;1,8773
02/02/2010;1,8363
03/02/2010;1,8337
04/02/2010;1,8715
05/02/2010;1,8753
08/02/2010;1,873
09/02/2010;1,855
10/02/2010;1,8483
11/02/2010;1,8516
12/02/2010;1,867
17/02/2010;1,8313
18/02/2010;1,8266
19/02/2010;1,8116
22/02/2010;1,8046
23/02/2010;1,8186
24/02/2010;1,8203
25/02/2010;1,8364
26/02/2010;1,811
01/03/2010;1,8
02/03/2010;1,7851
03/03/2010;1,7846
04/03/2010;1,7888
05/03/2010;1,7824
08/03/2010;1,7826
09/03/2010;1,7899
10/03/2010;1,7716
11/03/2010;1,7693
12/03/2010;1,7637
15/03/2010;1,7644
16/03/2010;1,7666
17/03/2010;1,764
18/03/2010;1,7848
19/03/2010;1,7954
22/03/2010;1,803
23/03/2010;1,7813
24/03/2010;1,7904
25/03/2010;1,8008
26/03/2010;1,8231
29/03/2010;1,8064
30/03/2010;1,7952
31/03/2010;1,781
01/04/2010;1,7701
05/04/2010;1,7573
06/04/2010;1,7605
07/04/2010;1,7662
08/04/2010;1,7806
09/04/2010;1,773
12/04/2010;1,7608
13/04/2010;1,7584
14/04/2010;1,7446
15/04/2010;1,7483
16/04/2010;1,7558
19/04/2010;1,7588
20/04/2010;1,7497
22/04/2010;1,7626
23/04/2010;1,7624
26/04/2010;1,7446
27/04/2010;1,7592
28/04/2010;1,7558
29/04/2010;1,7321
30/04/2010;1,7306
03/05/2010;1,7315
04/05/2010;1,7557
05/05/2010;1,7862
06/05/2010;1,8353
07/05/2010;1,8343
10/05/2010;1,7833
11/05/2010;1,7843
12/05/2010;1,7723
13/05/2010;1,7737
14/05/2010;1,7967
17/05/2010;1,8045
18/05/2010;1,7921
19/05/2010;1,8366
20/05/2010;1,8677
21/05/2010;1,871
24/05/2010;1,8522
25/05/2010;1,8811
26/05/2010;1,8461
27/05/2010;1,8328
28/05/2010;1,8229
31/05/2010;1,8167
01/06/2010;1,8255
02/06/2010;1,8362
04/06/2010;1,8401
07/06/2010;1,8634
08/06/2010;1,8658
09/06/2010;1,8423
10/06/2010;1,8185
11/06/2010;1,8125
14/06/2010;1,803
15/06/2010;1,7971
16/06/2010;1,7893
17/06/2010;1,7817
18/06/2010;1,7761
21/06/2010;1,7663
22/06/2010;1,768
23/06/2010;1,7908
24/06/2010;1,7907
25/06/2010;1,7781
28/06/2010;1,7826
29/06/2010;1,8076
30/06/2010;1,8015
01/07/2010;1,8006
02/07/2010;1,7785
05/07/2010;1,7755
06/07/2010;1,7665
07/07/2010;1,7719
08/07/2010;1,7652
09/07/2010;1,7572
12/07/2010;1,7644
13/07/2010;1,7525
14/07/2010;1,7657
15/07/2010;1,769
16/07/2010;1,7792
19/07/2010;1,7854
20/07/2010;1,78
21/07/2010;1,7766
22/07/2010;1,7629
23/07/2010;1,7617
26/07/2010;1,7669
27/07/2010;1,7658
28/07/2010;1,765
29/07/2010;1,7643
30/07/2010;1,7572
02/08/2010;1,7489
03/08/2010;1,7594
04/08/2010;1,7563
05/08/2010;1,7535
06/08/2010;1,7566
09/08/2010;1,7537
10/08/2010;1,7576
11/08/2010;1,7663
12/08/2010;1,7731
13/08/2010;1,7716
16/08/2010;1,7639
17/08/2010;1,7528
18/08/2010;1,7513
19/08/2010;1,7584
20/08/2010;1,7597
23/08/2010;1,7587
24/08/2010;1,7727
25/08/2010;1,7668
26/08/2010;1,7596
27/08/2010;1,7544
30/08/2010;1,7591
31/08/2010;1,756
01/09/2010;1,7441
02/09/2010;1,7367
03/09/2010;1,7281
06/09/2010;1,7259
08/09/2010;1,7231
09/09/2010;1,7238
10/09/2010;1,7186
13/09/2010;1,7174
14/09/2010;1,7076
15/09/2010;1,7169
16/09/2010;1,7184
17/09/2010;1,7166
20/09/2010;1,7216
21/09/2010;1,7255
22/09/2010;1,7184
23/09/2010;1,7194
24/09/2010;1,712
27/09/2010;1,71
28/09/2010;1,7093
29/09/2010;1,7053
30/09/2010;1,6942
01/10/2010;1,6812
04/10/2010;1,6882
05/10/2010;1,6808
06/10/2010;1,6758
07/10/2010;1,6777
08/10/2010;1,6804
11/10/2010;1,6648
13/10/2010;1,6554
14/10/2010;1,6596
15/10/2010;1,6604
18/10/2010;1,6686
19/10/2010;1,6868
20/10/2010;1,6735
21/10/2010;1,6897
22/10/2010;1,6997
25/10/2010;1,7026
26/10/2010;1,7045
27/10/2010;1,7077
28/10/2010;1,7112
29/10/2010;1,7014
01/11/2010;1,7044
03/11/2010;1,6937
04/11/2010;1,6819
05/11/2010;1,6801
08/11/2010;1,697
09/11/2010;1,697
10/11/2010;1,707
11/11/2010;1,7178
12/11/2010;1,7198
16/11/2010;1,7295
17/11/2010;1,7298
18/11/2010;1,7143
19/11/2010;1,7189
22/11/2010;1,7235
23/11/2010;1,7336
24/11/2010;1,7247
25/11/2010;1,7206
26/11/2010;1,7298
29/11/2010;1,7271
30/11/2010;1,7161
01/12/2010;1,7052
02/12/2010;1,7029
03/12/2010;1,6917
06/12/2010;1,6836
07/12/2010;1,6739
08/12/2010;1,6892
09/12/2010;1,7024
10/12/2010;1,7117
13/12/2010;1,7027
14/12/2010;1,6949
15/12/2010;1,6988
16/12/2010;1,7028
17/12/2010;1,7098
20/12/2010;1,7082
21/12/2010;1,6974
22/12/2010;1,6946
23/12/2010;1,6984
24/12/2010;1,6903
27/12/2010;1,6922
28/12/2010;1,6866
29/12/2010;1,6788
30/12/2010;1,6662
31/12/2010;1,6662
03/01/2011;1,651
04/01/2011;1,6556
05/01/2011;1,6713
06/01/2011;1,6857
07/01/2011;1,6861
10/01/2011;1,6912
11/01/2011;1,6887
12/01/2011;1,6773
13/01/2011;1,6701
14/01/2011;1,6843
17/01/2011;1,6818
18/01/2011;1,6745
19/01/2011;1,6714
20/01/2011;1,6715
21/01/2011;1,6723
24/01/2011;1,6731
25/01/2011;1,6745
26/01/2011;1,6692
27/01/2011;1,672
28/01/2011;1,6782
31/01/2011;1,6734
01/02/2011;1,6631
02/02/2011;1,6671
03/02/2011;1,6697
04/02/2011;1,6738
07/02/2011;1,6776
08/02/2011;1,6711
09/02/2011;1,6643
10/02/2011;1,668
11/02/2011;1,6679
14/02/2011;1,6681
15/02/2011;1,6682
16/02/2011;1,6704
17/02/2011;1,6661
18/02/2011;1,6677
21/02/2011;1,6667
22/02/2011;1,6694
23/02/2011;1,672
24/02/2011;1,6649
25/02/2011;1,6625
28/02/2011;1,6612
01/03/2011;1,6627
02/03/2011;1,661
03/03/2011;1,6545
04/03/2011;1,6462
09/03/2011;1,6559
10/03/2011;1,6612
11/03/2011;1,6649
14/03/2011;1,6631
15/03/2011;1,6692
16/03/2011;1,6674
17/03/2011;1,6757
18/03/2011;1,672
21/03/2011;1,6652
22/03/2011;1,6638
23/03/2011;1,6602
24/03/2011;1,6593
25/03/2011;1,6581
28/03/2011;1,6614
29/03/2011;1,6546
30/03/2011;1,636
31/03/2011;1,6287
01/04/2011;1,6194
04/04/2011;1,611
05/04/2011;1,6087
06/04/2011;1,6097
07/04/2011;1,5927
08/04/2011;1,5762
11/04/2011;1,5805
12/04/2011;1,587
13/04/2011;1,5864
14/04/2011;1,5842
15/04/2011;1,5776
18/04/2011;1,5912
19/04/2011;1,5792
20/04/2011;1,5722
25/04/2011;1,572
26/04/2011;1,5654
27/04/2011;1,5705
28/04/2011;1,5853
29/04/2011;1,5733
02/05/2011;1,5747
03/05/2011;1,589
04/05/2011;1,603
05/05/2011;1,6219
06/05/2011;1,6111
09/05/2011;1,6199
10/05/2011;1,6069
11/05/2011;1,6178
12/05/2011;1,6207
13/05/2011;1,6328
16/05/2011;1,6317
17/05/2011;1,629
18/05/2011;1,6166
19/05/2011;1,6165
20/05/2011;1,6169
23/05/2011;1,6339
24/05/2011;1,6256
25/05/2011;1,6297
26/05/2011;1,6196
27/05/2011;1,6038
30/05/2011;1,5958
31/05/2011;1,5799
01/06/2011;1,5878
02/06/2011;1,5805
03/06/2011;1,5744
06/06/2011;1,581
07/06/2011;1,5764
08/06/2011;1,582
09/06/2011;1,5877
10/06/2011;1,5938
13/06/2011;1,5888
14/06/2011;1,5821
15/06/2011;1,596
16/06/2011;1,6108
17/06/2011;1,5979
20/06/2011;1,5969
21/06/2011;1,591
22/06/2011;1,5877
24/06/2011;1,5988
27/06/2011;1,5969
28/06/2011;1,5833
29/06/2011;1,573
30/06/2011;1,5611
01/07/2011;1,5599
04/07/2011;1,558
05/07/2011;1,5637
06/07/2011;1,5662
07/07/2011;1,5581
